measurement_id,timestamp,operation_name,duration_ms,data_size,n_queries,is_peak_hour,server_load
251,2025-03-04T15:03:53,get_student_grades,41.15,500,2,1,0.538
252,2025-02-04T10:43:13,get_teacher_subjects,52.91,500,1,1,0.674
253,2025-03-14T15:29:36,analyze_conflicts,1234.35,500,501,1,0.146
254,2025-02-27T19:00:47,analyze_conflicts,600.87,200,201,0,0.274
255,2025-03-02T13:59:57,analyze_conflicts,708.02,300,301,0,0.155
256,2025-03-24T14:41:26,get_student_grades,17.99,200,2,1,0.4
257,2025-03-05T14:41:55,get_student_average,46.93,300,1,1,0.378
258,2025-01-27T14:00:48,analyze_conflicts,1173.97,500,501,1,0.118
259,2025-01-15T14:22:09,analyze_conflicts,1178.58,500,501,1,0.321
260,2025-02-20T08:49:59,get_subject_stats,33.88,50,2,0,0.807
261,2025-01-15T09:38:43,analyze_conflicts,524.04,100,101,0,0.663
262,2025-01-05T14:32:18,analyze_conflicts,664.12,50,51,1,0.287
263,2025-03-27T17:20:15,get_teacher_subjects,27.92,200,1,0,0.341
264,2025-03-19T11:56:47,analyze_conflicts,1126.46,500,501,1,0.829
265,2025-03-22T15:24:50,get_student_average,29.27,500,1,1,0.52
266,2025-02-08T12:54:14,get_student_average,31.99,100,1,1,0.341
267,2025-03-05T16:24:15,get_student_average,16.59,50,1,1,0.304
268,2025-03-27T15:12:03,analyze_conflicts,706.23,50,51,1,0.315
269,2025-03-24T09:42:35,get_teacher_subjects,7.03,50,1,0,0.274
270,2025-01-24T12:07:47,analyze_conflicts,897.75,200,201,1,0.9
271,2025-01-13T19:58:15,analyze_conflicts,544.18,100,101,0,0.542
272,2025-02-17T16:56:31,get_student_average,23.26,300,1,1,0.473
273,2025-02-11T13:26:02,get_subject_stats,45.57,300,2,0,0.55
274,2025-03-19T08:46:26,analyze_conflicts,530.43,100,101,0,0.336
275,2025-03-21T14:43:21,analyze_conflicts,726.43,100,101,1,0.306
276,2025-01-05T15:46:34,get_subject_stats,45.56,300,2,1,0.491
277,2025-03-02T16:48:00,get_teacher_subjects,35.36,50,1,1,0.43
278,2025-01-17T19:29:23,get_group_report,28.54,50,2,0,0.148
279,2025-01-18T18:35:26,get_teacher_subjects,26.51,300,1,0,0.109
280,2025-03-14T12:51:58,add_grade,46.63,500,1,1,0.243
281,2025-02-09T11:50:25,get_teacher_subjects,24.89,100,1,1,0.163
282,2025-03-27T11:54:05,get_student_average,30.47,500,1,1,0.623
283,2025-01-21T14:00:44,get_student_grades,29.84,50,2,1,0.237
284,2025-03-28T18:06:57,analyze_conflicts,711.38,300,301,0,0.523
285,2025-02-09T19:02:59,analyze_conflicts,555.5,100,101,0,0.159
286,2025-02-01T18:13:37,get_teacher_subjects,14.32,500,1,0,0.215
287,2025-02-22T12:57:34,get_student_average,8.98,50,1,1,0.365
288,2025-01-14T16:14:53,get_group_report,50.1,50,2,1,0.161
289,2025-03-09T14:50:28,get_teacher_subjects,37.34,500,1,1,0.492
290,2025-02-03T14:49:39,analyze_conflicts,879.88,300,301,1,0.336
291,2025-02-23T09:50:40,analyze_conflicts,490.72,50,51,0,0.223
292,2025-02-15T09:23:48,analyze_conflicts,603.66,200,201,0,0.316
293,2025-02-04T14:01:05,analyze_conflicts,719.56,100,101,1,0.383
294,2025-01-10T13:26:24,analyze_conflicts,874.55,500,501,0,0.723
295,2025-03-13T17:10:08,get_teacher_subjects,21.84,100,1,0,0.315
296,2025-02-14T09:19:30,analyze_conflicts,526.69,100,101,0,0.726
297,2025-03-20T19:12:29,analyze_conflicts,545.0,100,101,0,0.186
298,2025-02-26T13:55:21,analyze_conflicts,713.66,300,301,0,0.452
299,2025-03-07T10:30:20,analyze_conflicts,1110.74,500,501,1,0.242
300,2025-03-26T12:15:20,analyze_conflicts,881.8,200,201,1,0.401
301,2025-01-19T09:34:11,get_student_average,39.28,200,1,0,0.645
302,2025-02-27T19:44:04,get_subject_stats,17.39,300,2,0,0.755
303,2025-03-05T10:45:27,get_student_average,20.53,300,1,1,0.731
304,2025-03-14T15:34:02,analyze_conflicts,1179.85,500,501,1,0.733
305,2025-01-04T17:49:15,analyze_conflicts,865.53,500,501,0,0.626
306,2025-03-22T08:41:25,analyze_conflicts,862.53,500,501,0,0.873
307,2025-02-08T09:32:47,analyze_conflicts,680.42,300,301,0,0.515
308,2025-03-19T15:44:32,get_teacher_subjects,22.96,100,1,1,0.221
309,2025-01-27T12:46:09,get_student_average,38.41,50,1,1,0.379
310,2025-02-24T16:44:28,analyze_conflicts,721.83,100,101,1,0.355
311,2025-03-04T08:43:51,analyze_conflicts,513.97,50,51,0,0.231
312,2025-02-15T10:14:51,get_group_report,139.8,500,11,1,0.424
313,2025-01-15T14:37:27,analyze_conflicts,848.61,300,301,1,0.411
314,2025-01-19T19:06:51,get_group_report,77.35,200,5,0,0.798
315,2025-02-17T11:40:20,analyze_conflicts,816.23,200,201,1,0.578
316,2025-02-20T13:11:52,get_teacher_subjects,13.58,50,1,0,0.639
317,2025-02-04T09:15:19,get_teacher_subjects,39.88,500,1,0,0.194
318,2025-03-13T16:27:11,analyze_conflicts,711.62,100,101,1,0.489
319,2025-01-11T16:53:28,get_subject_stats,17.8,100,2,1,0.596
320,2025-03-17T10:41:31,get_student_grades,31.79,300,2,1,0.427
321,2025-01-10T15:02:17,analyze_conflicts,875.24,300,301,1,0.28
322,2025-02-18T17:32:07,analyze_conflicts,709.7,300,301,0,0.558
323,2025-01-25T13:46:28,analyze_conflicts,861.68,500,501,0,0.537
324,2025-02-12T12:55:52,get_student_grades,13.23,100,2,1,0.17
325,2025-02-28T11:45:39,get_student_grades,35.17,100,2,1,0.606
326,2025-03-12T11:34:17,analyze_conflicts,787.57,100,101,1,0.577
327,2025-03-22T12:52:06,analyze_conflicts,864.91,200,201,1,0.208
328,2025-01-08T12:09:45,get_student_average,6.03,50,1,1,0.358
329,2025-03-14T15:24:28,analyze_conflicts,872.73,300,301,1,0.16
330,2025-02-15T16:31:20,get_student_grades,47.71,300,2,1,0.566
331,2025-03-22T19:44:22,get_subject_stats,40.39,50,2,0,0.78
332,2025-02-27T14:18:21,get_student_average,22.82,100,1,1,0.538
333,2025-01-02T13:06:40,analyze_conflicts,715.77,300,301,0,0.727
334,2025-02-07T10:44:58,analyze_conflicts,642.9,50,51,1,0.206
335,2025-02-03T09:23:42,get_group_report,71.18,200,5,0,0.823
336,2025-03-25T18:14:27,analyze_conflicts,692.22,300,301,0,0.624
337,2025-03-22T15:28:00,get_student_grades,32.1,100,2,1,0.106
338,2025-01-13T14:05:46,analyze_conflicts,699.13,50,51,1,0.745
339,2025-01-21T12:43:09,analyze_conflicts,778.03,200,201,1,0.155
340,2025-03-05T15:58:26,get_teacher_subjects,12.88,100,1,1,0.593
341,2025-01-25T09:07:37,analyze_conflicts,555.86,100,101,0,0.684
342,2025-01-09T13:41:05,analyze_conflicts,711.64,300,301,0,0.299
343,2025-03-10T12:13:33,get_subject_stats,53.46,500,2,1,0.586
344,2025-01-16T12:24:07,analyze_conflicts,983.11,300,301,1,0.293
345,2025-02-05T08:24:55,get_student_grades,56.48,500,2,0,0.771
346,2025-02-25T18:04:01,analyze_conflicts,846.91,500,501,0,0.57
347,2025-02-17T08:18:40,analyze_conflicts,556.9,100,101,0,0.67
348,2025-03-20T09:09:17,get_student_average,30.62,300,1,0,0.167
349,2025-03-25T10:53:41,analyze_conflicts,726.92,100,101,1,0.645
350,2025-01-02T19:15:05,analyze_conflicts,718.14,300,301,0,0.84
351,2025-03-24T17:42:47,analyze_conflicts,842.2,500,501,0,0.241
352,2025-02-12T19:33:33,analyze_conflicts,520.45,100,101,0,0.726
353,2025-03-04T10:49:57,get_group_report,103.31,200,5,1,0.123
354,2025-03-21T09:04:31,add_grade,20.52,500,1,0,0.464
355,2025-01-09T17:49:06,analyze_conflicts,686.68,300,301,0,0.815
356,2025-01-28T19:55:00,get_student_grades,25.35,100,2,0,0.296
357,2025-01-18T10:51:58,analyze_conflicts,893.46,300,301,1,0.671
358,2025-02-27T11:04:36,get_group_report,91.68,200,5,1,0.398
359,2025-02-03T11:56:29,get_student_grades,50.88,100,2,1,0.793
360,2025-01-12T09:12:18,add_grade,23.12,200,1,0,0.551
361,2025-02-25T11:49:12,analyze_conflicts,1151.97,500,501,1,0.686
362,2025-01-08T08:34:22,get_group_report,67.3,100,3,0,0.609
363,2025-02-28T08:47:46,get_student_grades,38.36,200,2,0,0.346
364,2025-01-23T14:17:05,analyze_conflicts,706.63,100,101,1,0.135
365,2025-03-03T14:37:06,analyze_conflicts,1203.62,500,501,1,0.504
366,2025-02-22T17:08:15,get_student_average,20.21,50,1,0,0.333
367,2025-01-03T13:12:08,get_student_average,20.11,200,1,0,0.724
368,2025-01-18T10:22:49,get_group_report,45.94,50,2,1,0.266
369,2025-03-10T09:52:45,analyze_conflicts,603.62,200,201,0,0.658
370,2025-02-13T10:32:03,analyze_conflicts,748.62,200,201,1,0.642
371,2025-02-18T08:47:35,analyze_conflicts,558.08,100,101,0,0.3
372,2025-01-05T09:12:52,analyze_conflicts,520.48,100,101,0,0.42
373,2025-01-01T17:04:12,get_subject_stats,24.94,50,2,0,0.822
374,2025-02-04T09:02:29,analyze_conflicts,556.2,100,101,0,0.141
375,2025-01-12T15:13:58,get_student_average,35.46,300,1,1,0.25
376,2025-03-08T08:41:18,analyze_conflicts,544.56,100,101,0,0.499
377,2025-01-14T09:12:41,get_student_average,8.69,50,1,0,0.808
378,2025-03-12T08:30:34,get_subject_stats,54.58,500,2,0,0.725
379,2025-01-11T16:38:14,analyze_conflicts,1102.83,500,501,1,0.123
380,2025-01-06T15:06:15,add_grade,29.51,50,1,1,0.625
381,2025-02-12T11:59:53,analyze_conflicts,701.93,50,51,1,0.893
382,2025-03-23T17:22:58,analyze_conflicts,532.72,100,101,0,0.573
383,2025-01-27T17:51:56,add_grade,15.68,500,1,0,0.876
384,2025-01-20T08:14:01,get_group_report,63.61,300,7,0,0.521
385,2025-01-26T11:54:55,analyze_conflicts,1229.27,500,501,1,0.359
386,2025-01-28T19:33:55,analyze_conflicts,876.69,500,501,0,0.392
387,2025-02-11T17:08:10,analyze_conflicts,684.04,300,301,0,0.686
388,2025-03-18T18:44:56,analyze_conflicts,692.69,300,301,0,0.843
389,2025-02-05T10:11:46,get_group_report,150.71,500,11,1,0.101
390,2025-03-11T17:58:51,get_teacher_subjects,8.3,300,1,0,0.874
391,2025-01-11T09:47:04,analyze_conflicts,877.47,500,501,0,0.29
392,2025-03-11T19:28:00,get_group_report,49.3,50,2,0,0.312
393,2025-01-24T13:00:03,analyze_conflicts,490.27,50,51,0,0.409
394,2025-02-04T15:53:30,get_group_report,106.57,300,7,1,0.731
395,2025-01-10T10:01:20,get_subject_stats,39.33,100,2,1,0.309
396,2025-01-18T10:57:05,analyze_conflicts,890.93,200,201,1,0.37
397,2025-02-06T14:03:06,get_student_average,7.72,50,1,1,0.365
398,2025-03-09T19:42:18,get_student_average,48.02,500,1,0,0.338
399,2025-02-05T17:03:23,analyze_conflicts,701.99,300,301,0,0.103
400,2025-01-21T15:18:05,analyze_conflicts,1061.95,500,501,1,0.479
401,2025-01-21T15:34:24,analyze_conflicts,945.68,300,301,1,0.248
402,2025-02-08T15:53:17,add_grade,17.3,100,1,1,0.551
403,2025-03-14T09:48:37,analyze_conflicts,506.73,50,51,0,0.282
404,2025-02-19T16:56:15,analyze_conflicts,926.08,300,301,1,0.481
405,2025-03-22T16:39:09,analyze_conflicts,682.64,50,51,1,0.196
406,2025-02-03T11:43:27,get_group_report,52.75,100,3,1,0.262
407,2025-01-03T12:24:35,get_group_report,148.68,500,11,1,0.418
408,2025-03-20T16:37:33,analyze_conflicts,840.78,200,201,1,0.725
409,2025-01-04T10:36:49,analyze_conflicts,739.4,100,101,1,0.181
410,2025-02-13T13:41:31,analyze_conflicts,875.12,500,501,0,0.558
411,2025-03-23T12:25:02,analyze_conflicts,714.8,100,101,1,0.417
412,2025-02-12T08:01:21,get_subject_stats,32.83,100,2,0,0.754
413,2025-01-05T15:19:47,analyze_conflicts,906.45,200,201,1,0.454
414,2025-01-15T17:13:58,add_grade,29.82,300,1,0,0.759
415,2025-01-03T08:19:45,get_teacher_subjects,24.61,200,1,0,0.505
416,2025-01-27T17:12:53,analyze_conflicts,841.16,500,501,0,0.146
417,2025-02-12T13:52:29,analyze_conflicts,508.19,50,51,0,0.504
418,2025-01-28T11:30:37,get_student_grades,31.47,50,2,1,0.541
419,2025-01-10T19:01:24,analyze_conflicts,633.23,200,201,0,0.14
420,2025-01-09T18:41:26,get_group_report,39.0,100,3,0,0.511
421,2025-03-26T15:00:14,get_subject_stats,32.84,50,2,1,0.302
422,2025-02-09T14:13:29,add_grade,40.22,200,1,1,0.342
423,2025-03-22T17:53:53,get_teacher_subjects,11.09,300,1,0,0.399
424,2025-02-09T12:40:20,get_teacher_subjects,28.94,200,1,1,0.789
425,2025-01-26T11:54:51,analyze_conflicts,780.06,200,201,1,0.748
426,2025-01-21T18:31:18,analyze_conflicts,605.6,200,201,0,0.308
427,2025-03-19T19:52:12,analyze_conflicts,681.41,300,301,0,0.375
428,2025-03-12T18:32:19,get_subject_stats,46.4,500,2,0,0.776
429,2025-02-24T12:51:35,get_teacher_subjects,8.64,100,1,1,0.71
430,2025-02-08T18:47:55,analyze_conflicts,603.57,200,201,0,0.346
431,2025-01-16T12:03:55,add_grade,23.68,200,1,1,0.608
432,2025-03-13T15:33:19,get_teacher_subjects,23.95,50,1,1,0.43
433,2025-02-05T11:20:55,get_group_report,81.6,100,3,1,0.673
434,2025-02-21T18:03:00,get_student_average,41.47,200,1,0,0.462
435,2025-02-26T17:48:49,analyze_conflicts,550.58,100,101,0,0.17
436,2025-01-02T14:34:12,get_subject_stats,34.34,300,2,1,0.685
437,2025-03-08T11:14:44,add_grade,14.27,500,1,1,0.802
438,2025-01-27T14:02:19,analyze_conflicts,664.24,50,51,1,0.859
439,2025-02-22T17:08:21,analyze_conflicts,860.96,500,501,0,0.897
440,2025-02-01T10:14:14,analyze_conflicts,813.47,100,101,1,0.682
441,2025-01-12T17:45:41,analyze_conflicts,500.19,50,51,0,0.734
442,2025-01-22T16:06:41,analyze_conflicts,859.79,200,201,1,0.769
443,2025-02-16T14:44:09,analyze_conflicts,648.26,50,51,1,0.264
444,2025-02-20T14:38:44,get_student_grades,41.67,200,2,1,0.21
445,2025-02-04T19:50:06,get_student_grades,41.71,500,2,0,0.498
446,2025-01-02T11:35:31,add_grade,32.54,500,1,1,0.828
447,2025-01-27T11:36:42,get_student_average,31.28,200,1,1,0.495
448,2025-02-21T19:14:29,get_teacher_subjects,28.44,50,1,0,0.891
449,2025-01-28T08:02:54,analyze_conflicts,683.99,300,301,0,0.332
450,2025-01-01T19:54:08,add_grade,8.64,300,1,0,0.631
451,2025-03-03T15:23:52,analyze_conflicts,907.51,200,201,1,0.374
452,2025-02-26T15:26:41,analyze_conflicts,889.7,300,301,1,0.809
453,2025-01-04T19:26:58,analyze_conflicts,549.06,100,101,0,0.573
454,2025-03-01T10:55:43,get_subject_stats,47.45,300,2,1,0.804
455,2025-01-03T15:16:41,get_group_report,92.82,300,7,1,0.351
456,2025-03-08T19:42:55,get_subject_stats,38.07,500,2,0,0.371
457,2025-03-08T09:30:22,get_subject_stats,32.31,500,2,0,0.631
458,2025-03-06T17:32:54,get_group_report,92.18,500,11,0,0.475
459,2025-02-08T09:21:17,analyze_conflicts,550.06,100,101,0,0.14
460,2025-02-26T14:36:28,analyze_conflicts,990.29,300,301,1,0.17
461,2025-03-21T09:01:06,analyze_conflicts,639.23,200,201,0,0.423
462,2025-03-20T08:40:19,analyze_conflicts,873.04,500,501,0,0.812
463,2025-01-27T13:14:54,get_subject_stats,23.53,300,2,0,0.464
464,2025-02-04T15:06:48,get_teacher_subjects,37.08,500,1,1,0.627
465,2025-02-18T18:33:23,analyze_conflicts,638.58,200,201,0,0.662
466,2025-03-14T15:06:16,analyze_conflicts,677.01,100,101,1,0.589
467,2025-03-11T11:06:48,analyze_conflicts,943.87,300,301,1,0.432
468,2025-02-15T09:42:37,get_subject_stats,45.89,500,2,0,0.865
469,2025-01-18T08:59:27,analyze_conflicts,701.21,300,301,0,0.771
470,2025-01-04T10:24:42,analyze_conflicts,1193.36,500,501,1,0.58
471,2025-01-09T14:25:21,get_teacher_subjects,52.03,300,1,1,0.876
472,2025-03-17T10:19:53,analyze_conflicts,719.63,100,101,1,0.661
473,2025-01-20T18:45:18,get_subject_stats,23.69,500,2,0,0.649
474,2025-03-04T16:48:22,get_group_report,69.98,100,3,1,0.55
475,2025-03-10T18:56:54,get_subject_stats,38.91,300,2,0,0.438
476,2025-01-22T08:03:12,analyze_conflicts,495.23,50,51,0,0.314
477,2025-02-07T10:48:34,add_grade,33.59,200,1,1,0.126
478,2025-01-24T18:41:35,get_student_grades,46.58,500,2,0,0.411
479,2025-02-13T19:26:50,get_subject_stats,32.58,200,2,0,0.881
480,2025-02-07T08:39:55,analyze_conflicts,840.52,500,501,0,0.725
481,2025-03-07T17:49:46,get_group_report,66.86,200,5,0,0.871
482,2025-01-24T18:32:07,analyze_conflicts,522.98,100,101,0,0.402
483,2025-02-01T12:21:29,analyze_conflicts,1066.53,500,501,1,0.668
484,2025-03-20T13:53:42,analyze_conflicts,543.88,100,101,0,0.341
485,2025-02-17T09:14:11,get_teacher_subjects,35.36,200,1,0,0.516
486,2025-01-07T16:42:21,get_group_report,88.96,300,7,1,0.365
487,2025-03-01T16:07:42,analyze_conflicts,1153.54,500,501,1,0.377
488,2025-01-22T17:56:20,analyze_conflicts,849.75,500,501,0,0.405
489,2025-03-27T12:49:23,get_student_grades,29.92,300,2,1,0.511
490,2025-03-03T12:06:10,get_student_average,8.72,50,1,1,0.877
491,2025-03-21T18:49:13,get_teacher_subjects,2.12,50,1,0,0.792
492,2025-03-25T11:27:41,analyze_conflicts,685.16,50,51,1,0.753
493,2025-02-02T08:05:04,analyze_conflicts,538.37,100,101,0,0.143
494,2025-02-14T17:24:28,get_teacher_subjects,32.36,50,1,0,0.604
495,2025-03-24T14:39:04,analyze_conflicts,698.37,50,51,1,0.705
496,2025-01-10T13:50:43,get_subject_stats,38.62,50,2,0,0.341
497,2025-02-06T14:34:14,analyze_conflicts,926.22,300,301,1,0.209
498,2025-03-26T12:55:46,analyze_conflicts,1260.6,500,501,1,0.618
499,2025-03-20T16:25:34,get_student_grades,25.22,500,2,1,0.538
500,2025-03-12T19:13:26,analyze_conflicts,549.66,100,101,0,0.825
